OrderID,OrderDate,Year,Month,CustomerID,CustomerRegion,ProductCategory,ProductName,UnitPrice,Quantity,DiscountPct,GrossSales,DiscountAmount,NetSales,COGS,Profit,PaymentMethod,ShippingStatus
1025,2025-09-21,2025,09,CUST-235,Middle East,Technology,AI Vision Camera,249.0,8,0.05,1992.0,99.6,1892.4,1195.2,697.2,Corporate Invoice,Delivered
1026,2025-08-31,2025,08,CUST-462,Latin America,Office Supplies,Standing Desk Motorized,450.0,2,0.0,900.0,0.0,900.0,540.0,360.0,Corporate Invoice,Shipped
1027,2025-08-28,2025,08,CUST-845,Latin America,Furniture,Executive Conference Table,899.0,2,0.0,1798.0,0.0,1798.0,1078.8,719.2,PayPal,Delivered
1028,2025-05-08,2025,05,CUST-532,Europe,Technology,Developer Laptop Pro,1299.0,9,0.15,11691.0,1753.65,9937.35,7014.6,2922.75,Bank Transfer,Delivered
1029,2025-08-25,2025,08,CUST-151,North America,Technology,Cloud Server Subscription,499.0,8,0.2,3992.0,798.4,3193.6,2395.2,798.4,Credit Card,Delivered
1030,2025-05-02,2025,05,CUST-985,Europe,Technology,Wireless Noise-Canceling Headset,149.0,8,0.15,1192.0,178.8,1013.2,715.2,298.0,Corporate Invoice,Delivered
1031,2025-03-26,2025,03,CUST-392,Latin America,Office Supplies,Ergonomic Desk Chair,299.0,7,0.1,2093.0,209.3,1883.7,1255.8,627.9,Corporate Invoice,Processing
1032,2025-12-05,2025,12,CUST-322,Asia-Pacific,Furniture,Lounge Waiting Sofa,550.0,3,0.05,1650.0,82.5,1567.5,990.0,577.5,Credit Card,Processing
1033,2025-10-05,2025,10,CUST-588,Middle East,Technology,AI Vision Camera,249.0,1,0.0,249.0,0.0,249.0,149.4,99.6,Bank Transfer,Delivered
1034,2025-09-18,2025,09,CUST-791,North America,Technology,Developer Laptop Pro,1299.0,2,0.2,2598.0,519.6,2078.4,1558.8,519.6,Bank Transfer,Shipped
1035,2025-03-03,2025,03,CUST-734,North America,Furniture,Acoustic Soundproofing Panel,120.0,10,0.2,1200.0,240.0,960.0,720.0,240.0,Credit Card,Shipped
1036,2025-12-03,2025,12,CUST-344,Asia-Pacific,Furniture,Mobile Storage Cabinet,180.0,5,0.05,900.0,45.0,855.0,540.0,315.0,PayPal,Shipped
1037,2025-03-09,2025,03,CUST-109,North America,Furniture,Mobile Storage Cabinet,180.0,8,0.1,1440.0,144.0,1296.0,864.0,432.0,Corporate Invoice,Processing
1038,2025-10-16,2025,10,CUST-371,Middle East,Technology,Cloud Server Subscription,499.0,9,0.05,4491.0,224.55,4266.45,2694.6,1571.85,Bank Transfer,Delivered
1039,2025-02-05,2025,02,CUST-953,Latin America,Technology,AI Vision Camera,249.0,5,0.05,1245.0,62.25,1182.75,747.0,435.75,PayPal,Processing
1040,2025-12-01,2025,12,CUST-999,North America,Furniture,Executive Conference Table,899.0,9,0.1,8091.0,809.1,7281.9,4854.6,2427.3,Bank Transfer,Delivered
1041,2025-03-01,2025,03,CUST-719,Asia-Pacific,Technology,Mechanical Keyboard RGB,89.0,3,0.1,267.0,26.7,240.3,160.2,80.1,Bank Transfer,Delivered
1042,2025-04-15,2025,04,CUST-966,Asia-Pacific,Furniture,Mobile Storage Cabinet,180.0,9,0.15,1620.0,243.0,1377.0,972.0,405.0,Credit Card,Delivered
1043,2025-11-21,2025,11,CUST-889,Asia-Pacific,Office Supplies,Dual Monitor Arm,79.0,1,0.0,79.0,0.0,79.0,47.4,31.6,Bank Transfer,Delivered
1044,2025-03-24,2025,03,CUST-109,Middle East,Furniture,Lounge Waiting Sofa,550.0,9,0.15,4950.0,742.5,4207.5,2970.0,1237.5,Credit Card,Delivered
1045,2025-12-20,2025,12,CUST-665,Middle East,Technology,Mechanical Keyboard RGB,89.0,1,0.1,89.0,8.9,80.1,53.4,26.7,Bank Transfer,Shipped
1046,2025-03-07,2025,03,CUST-315,Asia-Pacific,Technology,AI Vision Camera,249.0,6,0.0,1494.0,0.0,1494.0,896.4,597.6,Bank Transfer,Delivered
1047,2025-07-01,2025,07,CUST-985,Europe,Furniture,Lounge Waiting Sofa,550.0,10,0.05,5500.0,275.0,5225.0,3300.0,1925.0,Bank Transfer,Delivered
1048,2025-07-31,2025,07,CUST-373,Europe,Technology,Developer Laptop Pro,1299.0,6,0.15,7794.0,1169.1,6624.9,4676.4,1948.5,Bank Transfer,Delivered
1049,2025-07-15,2025,07,CUST-458,Latin America,Technology,Wireless Noise-Canceling Headset,149.0,4,0.05,596.0,29.8,566.2,357.6,208.6,PayPal,Delivered
1050,2025-04-25,2025,04,CUST-985,Asia-Pacific,Technology,Developer Laptop Pro,1299.0,7,0.1,9093.0,909.3,8183.7,5455.8,2727.9,Credit Card,Delivered
1051,2025-06-29,2025,06,CUST-218,North America,Furniture,Lounge Waiting Sofa,550.0,9,0.1,4950.0,495.0,4455.0,2970.0,1485.0,PayPal,Delivered
1052,2025-10-25,2025,10,CUST-453,Latin America,Office Supplies,Ergonomic Desk Chair,299.0,2,0.2,598.0,119.6,478.4,358.8,119.6,PayPal,Shipped
1053,2025-11-07,2025,11,CUST-360,Europe,Furniture,Executive Conference Table,899.0,7,0.2,6293.0,1258.6,5034.4,3775.8,1258.6,Credit Card,Shipped
1054,2025-01-01,2025,01,CUST-780,North America,Furniture,Acoustic Soundproofing Panel,120.0,6,0.15,720.0,108.0,612.0,432.0,180.0,PayPal,Processing
1055,2025-06-10,2025,06,CUST-782,Asia-Pacific,Furniture,Executive Conference Table,899.0,5,0.2,4495.0,899.0,3596.0,2697.0,899.0,Corporate Invoice,Delivered
1056,2025-07-26,2025,07,CUST-530,Europe,Furniture,Mobile Storage Cabinet,180.0,9,0.05,1620.0,81.0,1539.0,972.0,567.0,Corporate Invoice,Delivered
1057,2025-11-12,2025,11,CUST-411,North America,Furniture,Mobile Storage Cabinet,180.0,7,0.2,1260.0,252.0,1008.0,756.0,252.0,PayPal,Delivered
1058,2025-08-09,2025,08,CUST-791,Latin America,Furniture,Mobile Storage Cabinet,180.0,8,0.15,1440.0,216.0,1224.0,864.0,360.0,Bank Transfer,Processing
1059,2025-08-31,2025,08,CUST-779,Middle East,Furniture,Acoustic Soundproofing Panel,120.0,2,0.1,240.0,24.0,216.0,144.0,72.0,PayPal,Delivered
1060,2025-05-01,2025,05,CUST-125,Europe,Furniture,Mobile Storage Cabinet,180.0,4,0.05,720.0,36.0,684.0,432.0,252.0,Credit Card,Delivered
1061,2025-09-01,2025,09,CUST-299,Middle East,Furniture,Executive Conference Table,899.0,8,0.15,7192.0,1078.8,6113.2,4315.2,1798.0,Corporate Invoice,Shipped
1062,2025-07-24,2025,07,CUST-324,Latin America,Technology,Developer Laptop Pro,1299.0,1,0.0,1299.0,0.0,1299.0,779.4,519.6,Bank Transfer,Processing
1063,2025-08-26,2025,08,CUST-236,Latin America,Technology,Mechanical Keyboard RGB,89.0,4,0.0,356.0,0.0,356.0,213.6,142.4,Corporate Invoice,Processing
1064,2025-10-14,2025,10,CUST-536,Middle East,Furniture,Mobile Storage Cabinet,180.0,8,0.2,1440.0,288.0,1152.0,864.0,288.0,Corporate Invoice,Delivered
1065,2025-09-01,2025,09,CUST-596,Middle East,Office Supplies,Dual Monitor Arm,79.0,4,0.1,316.0,31.6,284.4,189.6,94.8,Bank Transfer,Delivered
1066,2025-08-14,2025,08,CUST-427,Asia-Pacific,Technology,AI Vision Camera,249.0,4,0.1,996.0,99.6,896.4,597.6,298.8,Credit Card,Delivered
1067,2025-03-19,2025,03,CUST-524,North America,Technology,Wireless Noise-Canceling Headset,149.0,3,0.05,447.0,22.35,424.65,268.2,156.45,Corporate Invoice,Delivered
1068,2025-10-05,2025,10,CUST-498,Latin America,Office Supplies,Desk LED Lighting Bar,39.0,1,0.05,39.0,1.95,37.05,23.4,13.65,Credit Card,Processing
1069,2025-07-14,2025,07,CUST-973,Latin America,Office Supplies,Ergonomic Desk Chair,299.0,6,0.1,1794.0,179.4,1614.6,1076.4,538.2,Corporate Invoice,Processing
1070,2025-10-07,2025,10,CUST-546,Asia-Pacific,Furniture,Acoustic Soundproofing Panel,120.0,8,0.05,960.0,48.0,912.0,576.0,336.0,Corporate Invoice,Delivered
1071,2025-07-19,2025,07,CUST-737,Europe,Office Supplies,Desk LED Lighting Bar,39.0,3,0.15,117.0,17.55,99.45,70.2,29.25,Credit Card,Shipped
1072,2025-10-31,2025,10,CUST-987,Europe,Furniture,Executive Conference Table,899.0,2,0.15,1798.0,269.7,1528.3,1078.8,449.5,Corporate Invoice,Delivered
1073,2025-01-26,2025,01,CUST-434,Latin America,Office Supplies,Desk LED Lighting Bar,39.0,6,0.05,234.0,11.7,222.3,140.4,81.9,PayPal,Shipped
1074,2025-05-23,2025,05,CUST-867,North America,Office Supplies,Dual Monitor Arm,79.0,2,0.15,158.0,23.7,134.3,94.8,39.5,Credit Card,Delivered
1075,2025-04-25,2025,04,CUST-304,Europe,Furniture,Executive Conference Table,899.0,1,0.0,899.0,0.0,899.0,539.4,359.6,Credit Card,Processing
1076,2025-03-20,2025,03,CUST-323,Middle East,Technology,Developer Laptop Pro,1299.0,8,0.0,10392.0,0.0,10392.0,6235.2,4156.8,Corporate Invoice,Delivered
1077,2025-07-08,2025,07,CUST-418,Europe,Technology,Mechanical Keyboard RGB,89.0,10,0.0,890.0,0.0,890.0,534.0,356.0,Credit Card,Processing
1078,2025-01-14,2025,01,CUST-177,Europe,Office Supplies,Eco Notebook & Pen Set,19.0,7,0.15,133.0,19.95,113.05,79.8,33.25,Bank Transfer,Delivered
1079,2025-12-23,2025,12,CUST-455,North America,Office Supplies,Eco Notebook & Pen Set,19.0,2,0.2,38.0,7.6,30.4,22.8,7.6,Corporate Invoice,Delivered
1080,2025-02-05,2025,02,CUST-208,Latin America,Furniture,Mobile Storage Cabinet,180.0,1,0.15,180.0,27.0,153.0,108.0,45.0,Corporate Invoice,Delivered
1081,2025-11-22,2025,11,CUST-766,Middle East,Office Supplies,Standing Desk Motorized,450.0,7,0.05,3150.0,157.5,2992.5,1890.0,1102.5,PayPal,Processing
1082,2025-10-03,2025,10,CUST-430,Asia-Pacific,Office Supplies,Desk LED Lighting Bar,39.0,7,0.2,273.0,54.6,218.4,163.8,54.6,Bank Transfer,Delivered
1083,2025-05-23,2025,05,CUST-784,Middle East,Office Supplies,Standing Desk Motorized,450.0,8,0.2,3600.0,720.0,2880.0,2160.0,720.0,Corporate Invoice,Delivered
1084,2025-01-15,2025,01,CUST-463,Europe,Office Supplies,Dual Monitor Arm,79.0,3,0.15,237.0,35.55,201.45,142.2,59.25,PayPal,Delivered
1085,2025-05-24,2025,05,CUST-295,Middle East,Furniture,Mobile Storage Cabinet,180.0,9,0.0,1620.0,0.0,1620.0,972.0,648.0,Credit Card,Delivered
1086,2025-07-28,2025,07,CUST-558,Latin America,Office Supplies,Eco Notebook & Pen Set,19.0,4,0.15,76.0,11.4,64.6,45.6,19.0,Credit Card,Delivered
1087,2025-05-31,2025,05,CUST-477,Middle East,Technology,Wireless Noise-Canceling Headset,149.0,4,0.1,596.0,59.6,536.4,357.6,178.8,Corporate Invoice,Processing
1088,2025-09-29,2025,09,CUST-819,Asia-Pacific,Office Supplies,Desk LED Lighting Bar,39.0,9,0.1,351.0,35.1,315.9,210.6,105.3,Corporate Invoice,Delivered
1089,2025-06-06,2025,06,CUST-222,Asia-Pacific,Office Supplies,Standing Desk Motorized,450.0,2,0.05,900.0,45.0,855.0,540.0,315.0,Bank Transfer,Delivered
1090,2025-04-21,2025,04,CUST-711,Middle East,Furniture,Lounge Waiting Sofa,550.0,5,0.2,2750.0,550.0,2200.0,1650.0,550.0,PayPal,Delivered
1091,2025-04-10,2025,04,CUST-114,Asia-Pacific,Office Supplies,Standing Desk Motorized,450.0,6,0.05,2700.0,135.0,2565.0,1620.0,945.0,Bank Transfer,Delivered
1092,2025-01-24,2025,01,CUST-205,Latin America,Technology,Mechanical Keyboard RGB,89.0,5,0.05,445.0,22.25,422.75,267.0,155.75,Credit Card,Processing
1093,2025-05-26,2025,05,CUST-152,Europe,Office Supplies,Desk LED Lighting Bar,39.0,8,0.1,312.0,31.2,280.8,187.2,93.6,PayPal,Shipped
1094,2025-02-28,2025,02,CUST-744,Middle East,Technology,Wireless Noise-Canceling Headset,149.0,8,0.0,1192.0,0.0,1192.0,715.2,476.8,Credit Card,Delivered
1095,2025-03-18,2025,03,CUST-671,North America,Furniture,Mobile Storage Cabinet,180.0,2,0.05,360.0,18.0,342.0,216.0,126.0,Corporate Invoice,Processing
1096,2025-11-02,2025,11,CUST-553,Latin America,Furniture,Acoustic Soundproofing Panel,120.0,9,0.15,1080.0,162.0,918.0,648.0,270.0,PayPal,Processing
1097,2025-08-08,2025,08,CUST-857,Middle East,Office Supplies,Eco Notebook & Pen Set,19.0,10,0.0,190.0,0.0,190.0,114.0,76.0,Credit Card,Delivered
1098,2025-11-17,2025,11,CUST-277,Europe,Technology,AI Vision Camera,249.0,2,0.05,498.0,24.9,473.1,298.8,174.3,Credit Card,Delivered
1099,2025-01-02,2025,01,CUST-133,Asia-Pacific,Office Supplies,Desk LED Lighting Bar,39.0,10,0.15,390.0,58.5,331.5,234.0,97.5,Bank Transfer,Delivered
1100,2025-12-28,2025,12,CUST-906,Asia-Pacific,Office Supplies,Desk LED Lighting Bar,39.0,2,0.05,78.0,3.9,74.1,46.8,27.3,Bank Transfer,Shipped
1101,2025-02-28,2025,02,CUST-173,Europe,Furniture,Acoustic Soundproofing Panel,120.0,3,0.1,360.0,36.0,324.0,216.0,108.0,Credit Card,Delivered
1102,2025-06-07,2025,06,CUST-805,Latin America,Furniture,Mobile Storage Cabinet,180.0,8,0.0,1440.0,0.0,1440.0,864.0,576.0,PayPal,Shipped
1103,2025-05-20,2025,05,CUST-140,Middle East,Furniture,Lounge Waiting Sofa,550.0,8,0.0,4400.0,0.0,4400.0,2640.0,1760.0,Corporate Invoice,Delivered
1104,2025-11-06,2025,11,CUST-701,Middle East,Office Supplies,Ergonomic Desk Chair,299.0,2,0.05,598.0,29.9,568.1,358.8,209.3,Credit Card,Delivered
1105,2025-10-23,2025,10,CUST-384,Latin America,Technology,Developer Laptop Pro,1299.0,8,0.2,10392.0,2078.4,8313.6,6235.2,2078.4,Bank Transfer,Processing
1106,2025-08-12,2025,08,CUST-518,Asia-Pacific,Furniture,Lounge Waiting Sofa,550.0,2,0.15,1100.0,165.0,935.0,660.0,275.0,PayPal,Delivered
1107,2025-12-10,2025,12,CUST-395,Latin America,Technology,Developer Laptop Pro,1299.0,6,0.15,7794.0,1169.1,6624.9,4676.4,1948.5,Corporate Invoice,Processing
1108,2025-01-19,2025,01,CUST-218,Asia-Pacific,Office Supplies,Ergonomic Desk Chair,299.0,6,0.1,1794.0,179.4,1614.6,1076.4,538.2,Corporate Invoice,Processing
1109,2025-01-01,2025,01,CUST-630,Europe,Furniture,Lounge Waiting Sofa,550.0,7,0.0,3850.0,0.0,3850.0,2310.0,1540.0,PayPal,Processing
1110,2025-09-13,2025,09,CUST-662,Asia-Pacific,Furniture,Lounge Waiting Sofa,550.0,1,0.05,550.0,27.5,522.5,330.0,192.5,Bank Transfer,Delivered
1111,2025-08-13,2025,08,CUST-918,Middle East,Furniture,Lounge Waiting Sofa,550.0,2,0.0,1100.0,0.0,1100.0,660.0,440.0,Bank Transfer,Delivered
1112,2025-06-09,2025,06,CUST-330,North America,Furniture,Executive Conference Table,899.0,9,0.15,8091.0,1213.65,6877.35,4854.6,2022.75,Credit Card,Shipped
1113,2025-03-02,2025,03,CUST-822,Middle East,Furniture,Acoustic Soundproofing Panel,120.0,8,0.1,960.0,96.0,864.0,576.0,288.0,PayPal,Shipped
1114,2025-09-05,2025,09,CUST-492,Europe,Office Supplies,Standing Desk Motorized,450.0,8,0.2,3600.0,720.0,2880.0,2160.0,720.0,Bank Transfer,Processing
1115,2025-09-18,2025,09,CUST-448,Latin America,Furniture,Acoustic Soundproofing Panel,120.0,2,0.1,240.0,24.0,216.0,144.0,72.0,PayPal,Delivered
1116,2025-05-25,2025,05,CUST-986,Latin America,Furniture,Mobile Storage Cabinet,180.0,10,0.2,1800.0,360.0,1440.0,1080.0,360.0,Bank Transfer,Shipped
1117,2025-10-03,2025,10,CUST-486,Middle East,Office Supplies,Dual Monitor Arm,79.0,6,0.2,474.0,94.8,379.2,284.4,94.8,Corporate Invoice,Delivered
1118,2025-04-07,2025,04,CUST-976,Europe,Furniture,Acoustic Soundproofing Panel,120.0,10,0.15,1200.0,180.0,1020.0,720.0,300.0,Corporate Invoice,Delivered
1119,2025-06-12,2025,06,CUST-607,Europe,Furniture,Lounge Waiting Sofa,550.0,7,0.15,3850.0,577.5,3272.5,2310.0,962.5,Credit Card,Delivered
1120,2025-09-15,2025,09,CUST-638,North America,Furniture,Mobile Storage Cabinet,180.0,2,0.15,360.0,54.0,306.0,216.0,90.0,Corporate Invoice,Delivered
1121,2025-03-15,2025,03,CUST-446,Asia-Pacific,Office Supplies,Standing Desk Motorized,450.0,2,0.15,900.0,135.0,765.0,540.0,225.0,Corporate Invoice,Delivered
1122,2025-06-18,2025,06,CUST-136,Middle East,Furniture,Lounge Waiting Sofa,550.0,6,0.15,3300.0,495.0,2805.0,1980.0,825.0,Credit Card,Delivered
1123,2025-11-20,2025,11,CUST-200,Latin America,Furniture,Mobile Storage Cabinet,180.0,4,0.0,720.0,0.0,720.0,432.0,288.0,Credit Card,Shipped
1124,2025-03-27,2025,03,CUST-915,Asia-Pacific,Furniture,Mobile Storage Cabinet,180.0,1,0.0,180.0,0.0,180.0,108.0,72.0,Credit Card,Delivered
1125,2025-07-03,2025,07,CUST-521,Middle East,Office Supplies,Desk LED Lighting Bar,39.0,3,0.05,117.0,5.85,111.15,70.2,40.95,Bank Transfer,Delivered
1126,2025-03-31,2025,03,CUST-609,Europe,Technology,Mechanical Keyboard RGB,89.0,7,0.2,623.0,124.6,498.4,373.8,124.6,Bank Transfer,Delivered
1127,2025-08-25,2025,08,CUST-923,North America,Furniture,Mobile Storage Cabinet,180.0,8,0.1,1440.0,144.0,1296.0,864.0,432.0,Corporate Invoice,Delivered
1128,2025-12-13,2025,12,CUST-701,Asia-Pacific,Furniture,Acoustic Soundproofing Panel,120.0,2,0.15,240.0,36.0,204.0,144.0,60.0,PayPal,Shipped
1129,2025-12-20,2025,12,CUST-973,Latin America,Office Supplies,Desk LED Lighting Bar,39.0,5,0.05,195.0,9.75,185.25,117.0,68.25,Corporate Invoice,Delivered
1130,2025-05-02,2025,05,CUST-816,Asia-Pacific,Office Supplies,Eco Notebook & Pen Set,19.0,6,0.2,114.0,22.8,91.2,68.4,22.8,PayPal,Delivered
1131,2025-12-04,2025,12,CUST-720,North America,Office Supplies,Dual Monitor Arm,79.0,1,0.2,79.0,15.8,63.2,47.4,15.8,Corporate Invoice,Delivered
1132,2025-04-28,2025,04,CUST-356,Middle East,Furniture,Mobile Storage Cabinet,180.0,4,0.05,720.0,36.0,684.0,432.0,252.0,Bank Transfer,Delivered
1133,2025-11-18,2025,11,CUST-693,North America,Furniture,Executive Conference Table,899.0,5,0.15,4495.0,674.25,3820.75,2697.0,1123.75,PayPal,Delivered
1134,2025-02-16,2025,02,CUST-235,Europe,Office Supplies,Dual Monitor Arm,79.0,7,0.05,553.0,27.65,525.35,331.8,193.55,PayPal,Processing
1135,2025-09-14,2025,09,CUST-864,Asia-Pacific,Office Supplies,Standing Desk Motorized,450.0,5,0.15,2250.0,337.5,1912.5,1350.0,562.5,PayPal,Delivered
1136,2025-08-28,2025,08,CUST-474,Middle East,Technology,Developer Laptop Pro,1299.0,4,0.15,5196.0,779.4,4416.6,3117.6,1299.0,Credit Card,Shipped
1137,2025-01-08,2025,01,CUST-788,Asia-Pacific,Office Supplies,Eco Notebook & Pen Set,19.0,2,0.15,38.0,5.7,32.3,22.8,9.5,PayPal,Processing
1138,2025-07-15,2025,07,CUST-125,Latin America,Furniture,Mobile Storage Cabinet,180.0,2,0.05,360.0,18.0,342.0,216.0,126.0,PayPal,Processing
1139,2025-04-24,2025,04,CUST-219,Latin America,Furniture,Executive Conference Table,899.0,8,0.1,7192.0,719.2,6472.8,4315.2,2157.6,Bank Transfer,Delivered
1140,2025-01-20,2025,01,CUST-650,Europe,Office Supplies,Desk LED Lighting Bar,39.0,2,0.0,78.0,0.0,78.0,46.8,31.2,Bank Transfer,Shipped
1141,2025-08-21,2025,08,CUST-524,Europe,Office Supplies,Eco Notebook & Pen Set,19.0,7,0.2,133.0,26.6,106.4,79.8,26.6,Credit Card,Shipped
1142,2025-11-12,2025,11,CUST-554,Europe,Office Supplies,Dual Monitor Arm,79.0,1,0.1,79.0,7.9,71.1,47.4,23.7,Corporate Invoice,Delivered
1143,2025-07-05,2025,07,CUST-507,North America,Technology,AI Vision Camera,249.0,9,0.1,2241.0,224.1,2016.9,1344.6,672.3,PayPal,Delivered
1144,2025-03-04,2025,03,CUST-151,North America,Office Supplies,Ergonomic Desk Chair,299.0,4,0.2,1196.0,239.2,956.8,717.6,239.2,PayPal,Delivered
1145,2025-03-06,2025,03,CUST-700,Europe,Furniture,Acoustic Soundproofing Panel,120.0,2,0.2,240.0,48.0,192.0,144.0,48.0,Bank Transfer,Delivered
1146,2025-06-18,2025,06,CUST-233,Europe,Technology,Mechanical Keyboard RGB,89.0,1,0.1,89.0,8.9,80.1,53.4,26.7,PayPal,Delivered
1147,2025-02-26,2025,02,CUST-908,Asia-Pacific,Furniture,Executive Conference Table,899.0,3,0.0,2697.0,0.0,2697.0,1618.2,1078.8,Bank Transfer,Processing
1148,2025-06-15,2025,06,CUST-859,Europe,Technology,Developer Laptop Pro,1299.0,5,0.0,6495.0,0.0,6495.0,3897.0,2598.0,Corporate Invoice,Processing
1149,2025-02-28,2025,02,CUST-625,Asia-Pacific,Furniture,Executive Conference Table,899.0,8,0.15,7192.0,1078.8,6113.2,4315.2,1798.0,Credit Card,Shipped
1150,2025-09-15,2025,09,CUST-569,Asia-Pacific,Technology,Mechanical Keyboard RGB,89.0,1,0.2,89.0,17.8,71.2,53.4,17.8,Credit Card,Delivered
1151,2025-09-03,2025,09,CUST-175,Latin America,Office Supplies,Desk LED Lighting Bar,39.0,2,0.15,78.0,11.7,66.3,46.8,19.5,Credit Card,Delivered
1152,2025-11-08,2025,11,CUST-748,Middle East,Technology,Cloud Server Subscription,499.0,3,0.1,1497.0,149.7,1347.3,898.2,449.1,PayPal,Shipped
1153,2025-11-02,2025,11,CUST-540,Middle East,Furniture,Mobile Storage Cabinet,180.0,8,0.2,1440.0,288.0,1152.0,864.0,288.0,Credit Card,Delivered
1154,2025-12-02,2025,12,CUST-523,Europe,Furniture,Acoustic Soundproofing Panel,120.0,7,0.15,840.0,126.0,714.0,504.0,210.0,PayPal,Shipped
1155,2025-07-24,2025,07,CUST-781,Asia-Pacific,Office Supplies,Ergonomic Desk Chair,299.0,6,0.15,1794.0,269.1,1524.9,1076.4,448.5,PayPal,Delivered
1156,2025-03-20,2025,03,CUST-195,North America,Furniture,Lounge Waiting Sofa,550.0,2,0.0,1100.0,0.0,1100.0,660.0,440.0,Corporate Invoice,Delivered
1157,2025-07-10,2025,07,CUST-675,Middle East,Technology,Mechanical Keyboard RGB,89.0,1,0.2,89.0,17.8,71.2,53.4,17.8,PayPal,Delivered
